smiles,value,index
*Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4)cc3)cc2)c1,25.45,329
*Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4F)c(F)c3)cc2)c1,26.81,330
*Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4Cl)c(Cl)c3)cc2)c1,17.81,331
*Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4)cc3)cc2)c(Cl)cc1Cl,39.32,332
*Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4F)c(F)c3)cc2)c(Cl)cc1Cl,13.69,333
*Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4Cl)c(Cl)c3)cc2)c(Cl)cc1Cl,10.75,334
*Oc1ccc(N=Cc2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(C=Nc6ccc(Oc7ccc(-c8ccc(*)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,9.78,335
*Oc1ccc(N=Cc2ccc(Oc3ccc(C(c4ccc(Oc5ccc(C=Nc6ccc(Oc7ccc(-c8ccc(*)cc8)cc7)cc6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,8.63,336
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C=Nc4ccc(Oc5ccc(-c6ccc(Oc7ccc(N=Cc8ccc(*)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,6.06,337
*C=Nc1ccc(C(=O)OCCCCOCCCCOCCCCOC(=O)c2ccc(N=Cc3ccc(*)s3)cc2)cc1,6.58,338
*CCCCOCCCCOCCCCOC(=O)c1ccc(N=Cc2cc(OCCC(C)CCCC(C)C)c(C=Nc3ccc(C(=O)O*)cc3)cc2OCCC(C)CCCC(C)C)cc1,37.44,339
*CC(CC)(CC)CS*,42.66,340
*c1cc(CCCCCCCCCCCC)c(*)s1,7.63,341
*c1cc(CCCCCC)c(*)s1,10.8,342
*c1cc(CCCCCCCC)c(*)s1,9.05,343
*c1cc(CCCC)c(*)s1,12.76,344
*C=Cc1cccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc(*)s3)cc2)c1,3.03,345
*C=Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2cccc(-c3nnc(*)s3)c2)cc1,10.77,346
*C=Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc(*)s3)cc2)cc1,8.94,347
*C=Cc1cccc(OC(=O)CCCCCCCCC(=O)Oc2cccc(-c3nnc(*)s3)c2)c1,12.49,348
*CCCCOC(=O)CCSCCCCCCSCCC(=O)O*,29.63,349
*Oc1ccc(OC(=O)c2cccc(C(*)=O)c2)cc1,77.61,350
*CCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,17.1,351
*OC(C)(CC(*)=O)C(F)(F)F,1.69,352
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1,0.64,353
*Oc1ccc2cc(OC(=O)c3ccc(-c4ccc(C(*)=O)cc4)cc3)ccc2c1,34.61,354
*OC(CCCCCCC=C)CC(*)=O,13.86,355
*OC(CCc1ccccc1)CC(*)=O,3.08,356
*OC(CCCCC)CC(*)=O,50.92,357
*Oc1ccc(C(*)=O)cc1CCC,32.4,358
*CCCCCCOC(=O)CC=CCC(=O)O*,77.09,359
*CCCCCCCCCCOC(=O)CC=CCC(=O)O*,84.02,360
*CCCCCCCCCCCCOC(=O)CC=CCC(=O)O*,89.84,361
*CCCCCCCCCCCCCCOC(=O)CC=CCC(=O)O*,82.99,362
*CCCCCCOC(=O)CCC=CCCC(=O)O*,63.8,363
*CCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O*,93.31,364
*CCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O*,81.89,365
*CC(=O)NC(C)C(=O)O*,90.21,366
*Oc1ccc(CCNC(=O)c2cccc(C(=O)NCCc3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c2)cc1,44.38,367
*Oc1ccc(CCNC(=O)c2cccc(C(*)=O)c2)cc1,21.5,368
*Oc1cc(OC(=O)c2ccc(OC)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(OC)cc1,37.08,369
*Oc1cc(OC(=O)c2ccc(OCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(OCC)cc1,34.21,370
*Oc1cc(OC(=O)c2ccc(OCCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(OCCC)cc1,28.48,371
*Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(OCCCC)cc1,19.6,372
*Oc1cc(OC(=O)c2ccc(OCCCCC)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(OCCCCC)cc1,16.08,373
*Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCCCCCC(*)=O)cc1OC(=O)c1ccc(OCCCC)cc1,29.15,374
*Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCCCC(*)=O)cc1OC(=O)c1ccc(OCCCC)cc1,32.7,375
*Oc1cc(OC(=O)c2ccc(C)cc2)c(OC(=O)CCCCCCCCCCCCCCC(*)=O)cc1OC(=O)c1ccc(C)cc1,35.53,376
*CCc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(CCOC(=O)c4cccc(C(=O)O*)c4)cc3)c2)cc1,57.22,377
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(*)=O)c2)cc1,3.92,378
*Oc1cc(OCCOC)c(OC(=O)c2ccc(C(*)=O)cc2OCCOCC)cc1OCCOC,5.48,379
*CC(=O)NCC(=O)O*,24.83,380
*Oc1cc(OCCOC)c(OC(=O)c2ccc(C(*)=O)cc2-c2ccccc2)cc1OCCOC,14.18,381
*CCCCCCCCCOC(=O)C(O)C(O)C(=O)O*,48.33,382
*CCCCCCCCCOC(=O)CCC(=O)O*,49.36,383
*CCCCCCNC(=O)CCc1ccc(C(C)CC(=O)N*)cc1,22.96,384
*CCCCCCNC(=O)CCC(C)(C)c1ccc(C(C)(C)CCC(=O)N*)cc1,1.61,385
*NC(CCC(=O)OCCCCCCCCCC)C(*)=O,2.92,386
*NC(CCC(=O)OCCCCCCCCCCCC)C(*)=O,11.27,387
*NC(CCC(=O)OCCCCCCCCCCCCCC)C(*)=O,22.28,388
*NC(CCC(=O)OCCCCCCCCCCCCCCCC)C(*)=O,30.47,389
*NC(CCC(=O)OCCCCCCCCCCCCCCCCCC)C(*)=O,36.87,390
*CCCC(C)CNC(=O)c1ccc(C(=O)N*)cc1,27.74,391
*C(=O)c1ccc(N(*)CCC)cc1,38.13,392
*C(=O)c1ccc(N(*)CCCC)cc1,71.56,393
*CCCNC(=O)O*,63.79,394
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,74.47,395
*C(=O)Nc1ccc(Oc2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,73.35,396
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,81.52,397
*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,72.34,398
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,98.4,399
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,78.27,400
*CCC1C(=O)N(CCCCCCCCCCCC)C(=O)C1*,5.94,401
*CCC1C(=O)N(CCCCCCCCCCCCCCCC)C(=O)C1*,8.58,402
*CCC1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1*,3.16,403
*CC(CCCCCCCCCCCCCCCC)C1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1*,2.98,404
*CCCOC(=O)O*,10.25,405
*CC(C)(C)COC(=O)O*,26.11,406
*CCN(*)C(=O)CCCCCCCC,16.86,407
*CCN(*)C(=O)CCCCCCCCCC,15.83,408
*CCN(*)C(=O)CCCCCCCCCCCC,13.23,409
*CCN(*)C(=O)CCCCCCCCCCCCC,13.42,410
*CCN(*)C(=O)CCCCCCCCCCCCCC,12.58,411
*CCN(*)C(=O)CCCCCCCCCCCCCCC,11.08,412
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,26.86,413
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,23.27,414
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,24.72,415
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25.82,416
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,37.92,417
*CCN(*)C(=O)c1ccc(OCCCSCC(=O)O)cc1,11.78,418
*CCN(*)C(=O)CCCCCCCCC=C,17.53,419
*CCN(*)C(=O)CCCCCCCCCCO,28.17,420
*CCN(*)C(=O)CCCCCCCCC,18.09,421
*CC(CC)N(*)C(=O)CCCC,17.5,422
*c1cc(-c2ccc(OCCCCCCCCCCS(=O)(=O)O)c(S(*)(=O)=O)c2)ccc1OCCCCCCCCCCS(=O)(=O)O,5.82,423
*C=Cc1cc(OCCCC)c(C=Cc2ccc(*)cc2)cc1OCCCC,8.38,424
*C([2H])([2H])C(*)(F)F,48,425
*C([2H])([2H])C(*)([2H])Cl,15.78,426
*C(*)(F)F,31.84,427
*C/C=C\C*,25.58,428
*O[Si](C)(C)CCCC(=O)Oc1ccc(C=Nc2ccc(N=Cc3ccc(OC(=O)CCC[Si](*)(C)C)cc3)cc2)cc1,29.05,429
*O[Si](C)(C)CCCC(=O)Oc1ccc(C=Nc2ccc(Cc3ccc(N=Cc4ccc(OC(=O)CCC[Si](*)(C)C)cc4)cc3)cc2)cc1,21.74,430
*CCN(CCCCCCOc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1)CCOC(=O)NCCCCCCNC(=O)O*,7.55,431
