smiles,value,index
*Nc1ccc(Oc2ccc(*)s2)s1,3.9124,436
*Nc1ccc(OC(*)=S)s1,2.6588,437
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,2.587,438
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,1.8163,439
*Nc1ccc(-c2ccc(C(*)=S)s2)cc1,1.4764,440
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,1.8733,441
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,2.9094,442
*Cc1ccc(-c2ccc(N*)cc2)cc1,3.4971,443
*Nc1ccc(-c2ccc(C(*)=S)cc2)cc1,2.3255,444
*Nc1ccc(-c2ccc(O*)cc2)cc1,3.4585,445
*Nc1ccc(C(=O)c2ccc(*)s2)cc1,2.3459,446
*Nc1ccc(C(=O)C(*)=S)cc1,1.7009,447
*Nc1ccc(C(=O)O*)cc1,3.977,448
*Nc1ccc(C(=S)c2ccc(*)cc2)cc1,1.8785,449
*Nc1ccc(Nc2ccc(*)s2)cc1,2.8374,450
*Nc1ccc(NO*)cc1,3.6275,451
*Nc1ccc(Oc2ccc(*)s2)cc1,3.4138,452
*Nc1ccc(Oc2ccc(*)cc2)cc1,3.2074,453
*Nc1ccc(OC(*)=S)cc1,3.2479,454
*NC(=O)c1ccc(-c2ccc(*)cc2)s1,1.9448,455
*NC(=O)c1ccc(C(*)=O)s1,2.6812,456
*NC(=O)c1ccc(C(*)=S)s1,1.932,457
*NC(=O)c1ccc(O*)s1,3.0418,458
*NC(=O)c1ccc(-c2ccc(*)s2)cc1,1.9266,459
*NC(=O)c1ccc(-c2ccc(*)cc2)cc1,2.6675,460
*NC(=O)c1ccc(C(*)=S)cc1,2.4238,461
*NC(=O)c1ccc(O*)cc1,3.6086,462
*NC(=O)C(=S)c1ccc(*)s1,0.9512,463
*NC(=O)C(=S)c1ccc(*)cc1,1.5619,464
*NC(=O)C(=S)C(*)=O,1.4363,465
*NC(=O)C(=S)O*,2.095,466
*NC(=O)Nc1ccc(*)s1,3.137,467
*NC(=O)Nc1ccc(*)cc1,3.4515,468
*NC(=O)NC(*)=O,3.9867,469
*NC(=O)NC(*)=S,2.0371,470
*NC(=O)NO*,5.0658,471
*NC(=O)Oc1ccc(*)s1,3.4227,472
*NC(=O)Oc1ccc(*)cc1,3.4546,473
*NC(=O)OC(*)=S,2.5812,474
*NC(=S)c1ccc(C(*)=S)s1,1.6122,475
*NC(=S)c1ccc(O*)s1,2.3899,476
*NC(=S)c1ccc(O*)cc1,2.6021,477
*NC(=S)C(=O)C(*)=S,1.5026,478
*NC(=S)C(=O)O*,1.8481,479
*NC(=S)Nc1ccc(*)cc1,2.6405,480
*NC(=S)NC(*)=S,2.0315,481
*NC(=S)NO*,3.3916,482
*NC(=S)OC(*)=S,2.4316,483
*NOc1ccc(O*)cc1,4.5587,484
*NOC(=O)O*,5.0089,485
*NOC(=S)O*,3.7133,486
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Oc3ccc(*)cc3)cc2)cc1,2.9952,487
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Cc3ccc(*)cc3)cc2)cc1,3.6012,488
*CCCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,3.5538,489
*NC(=S)Nc1ccc(Cc2ccc(*)cc2)cc1,3.7898,490
*CCOCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,4.5558,491
*C(=O)NC(=O)c1ccc(*)cc1,3.4047,492
*NC(=O)OC(*)=O,4.9145,493
*OC(=O)C(=S)C(*)=O,1.4341,494
*OCCC(=O)CC(=O)Oc1ccc(*)cc1,3.7901,495
*CCOC(=S)NC(=S)c1ccc(N*)cc1,2.4106,496
*CNCCCOCO*,6.3311,497
*CNCNC(=O)NC(=O)N*,5.4,498
*CNC(=O)NCOCO*,6.6011,499
*CNC(=O)ONC(=O)NO*,5.9707,500
*COCOCCCO*,7.1737,501
*CNCCNC(=O)OC*,6.3647,502
*C(=O)c1ccc(NC(=S)Oc2ccc(Nc3ccc(*)s3)s2)s1,2.3992,503
*NOC(=O)NCC(=O)NC(*)=O,4.9352,504
*NCCCNC(=O)NC(*)=O,6.0227,505
*Nc1ccc(NC(=O)NC(=O)NC(*)=O)s1,3.2632,506
*NCNC(=O)OC(=O)NC(*)=O,5.4649,507
*OCCCCONC(*)=O,5.6793,508
*Oc1ccc(C(=O)c2ccc(C(=O)NOC(*)=O)s2)cc1,2.9014,509
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)s2)s1,3.3708,510
*C(=S)C(F)(F)c1ccc(C(*)(F)F)s1,2.1503,511
*OC(F)(F)c1ccc(C(*)(F)F)s1,3.9843,512
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)s1,3.9825,513
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)cc1,4.1742,514
*C(=S)C(F)(F)c1ccc(C(*)(F)F)cc1,2.4957,515
*OC(F)(F)c1ccc(C(*)(F)F)cc1,4.4042,516
*C(=S)c1ccc(C(F)(F)C(*)(F)F)s1,2.1029,517
*Oc1ccc(C(F)(F)C(*)(F)F)s1,4.0762,518
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)s1,4.0895,519
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)cc1,3.2719,520
*C(=S)c1ccc(C(F)(F)C(*)(F)F)cc1,2.3476,521
*Oc1ccc(C(F)(F)C(*)(F)F)cc1,4.7894,522
*c1ccc(CC(F)(F)C(*)(F)F)s1,4.5178,523
*c1ccc(CC(F)(F)C(*)(F)F)cc1,5.11,524
*C(=O)CC(F)(F)C(*)(F)F,5.0395,525
*C(=S)CC(F)(F)C(*)(F)F,2.143,526
*NCC(F)(F)C(*)(F)F,7.8675,527
*OCC(F)(F)C(*)(F)F,8.8494,528
*c1ccc(C(=O)C(F)(F)C(*)(F)F)s1,3.0077,529
*c1ccc(C(=O)C(F)(F)C(*)(F)F)cc1,3.5762,530
*C(=S)C(=O)C(F)(F)C(*)(F)F,1.5715,531
*OC(=S)C(F)(F)C(*)(F)F,3.1746,532
*c1ccc(NC(F)(F)C(*)(F)F)s1,3.3898,533
*c1ccc(NC(F)(F)C(*)(F)F)cc1,4.1626,534
*C(=O)NC(F)(F)C(*)(F)F,5.4991,535
*C(=S)NC(F)(F)C(*)(F)F,2.8927,536
*NOC(F)(F)C(*)(F)F,6.3342,537
*c1ccc(C(F)(F)CC(*)(F)F)s1,3.8644,538
*c1ccc(C(F)(F)CC(*)(F)F)cc1,4.3368,539
*C(=O)C(F)(F)CC(*)(F)F,4.9978,540
*C(=S)C(F)(F)CC(*)(F)F,2.4856,541
*NC(F)(F)CC(*)(F)F,8.287,542
*OC(F)(F)CC(*)(F)F,10.0451,543
*C(=O)C(F)(F)C(=O)C(*)(F)F,3.1408,544
*OC(F)(F)C(=O)C(*)(F)F,5.2263,545
*OC(F)(F)C(=S)C(*)(F)F,2.4298,546
*c1ccc(C(F)(F)NC(*)(F)F)s1,3.6543,547
*c1ccc(C(F)(F)NC(*)(F)F)cc1,4.2709,548
*C(=O)C(F)(F)NC(*)(F)F,5.0875,549
*C(=S)C(F)(F)NC(*)(F)F,2.6094,550
*NC(F)(F)NC(*)(F)F,8.2637,551
*OC(F)(F)NC(*)(F)F,8.991,552
*C(C#N)C(*)(C#N)C#N,5.8992,553
*CC(*)(C#N)C#N,6.9314,554
*CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,6.2447,555
*CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(*)(C#N)C#N,6.2667,556
*CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(*)(C#N)C#N,5.9056,557
*CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,6.5308,558
*CC(C#N)(C#N)CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,6.4504,559
*C([2H])=C(*)[2H],0.6605,560
