smiles,index,value,processed_strings
*Cc1ccc(-c2ccc(O*)s2)s1,81,5.2494,COc1ccc(-c2ccc(CO)s2)s1
*COc1ccc(-c2ccc(*)s2)s1,81,5.2494,CCOc1ccc(-c2ccc(C)s2)s1
*c1ccc(COc2ccc(*)s2)s1,81,5.2494,Cc1ccc(COc2ccc(C)s2)s1
*OCc1ccc(-c2ccc(*)s2)s1,81,5.2494,COCc1ccc(-c2ccc(O)s2)s1
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,82,5.2326,CCc1ccc(-c2ccc(-c3ccc(C)s3)cc2)s1
*c1ccc(-c2ccc(Cc3ccc(*)s3)s2)cc1,82,5.2326,Cc1ccc(-c2ccc(Cc3ccc(C)s3)s2)cc1
*Cc1ccc(-c2ccc(C(*)=S)cc2)s1,83,5.6896,CCc1ccc(-c2ccc(C(C)=S)cc2)s1
*CC(=S)c1ccc(-c2ccc(*)s2)cc1,83,5.6896,CCC(=S)c1ccc(-c2ccc(C)s2)cc1
*c1ccc(C(=S)Cc2ccc(*)s2)cc1,83,5.6896,Cc1ccc(C(=S)Cc2ccc(C)s2)cc1
*C(=S)Cc1ccc(-c2ccc(*)cc2)s1,83,5.6896,CC(=S)Cc1ccc(-c2ccc(C)cc2)s1
*Cc1ccc(-c2ccc(O*)cc2)s1,84,5.4992,COc1ccc(-c2ccc(CO)s2)cc1
*COc1ccc(-c2ccc(*)s2)cc1,84,5.4992,CCOc1ccc(-c2ccc(C)s2)cc1
*c1ccc(OCc2ccc(*)s2)cc1,84,5.4992,Cc1ccc(OCc2ccc(C)s2)cc1
*OCc1ccc(-c2ccc(*)cc2)s1,84,5.4992,COCc1ccc(-c2ccc(O)cc2)s1
*Cc1ccc(Cc2ccc(*)s2)s1,85,5.797,CCc1ccc(Cc2ccc(C)s2)s1
*Cc1ccc(CC(*)=S)s1,86,5.8858,CCc1ccc(CC(C)=S)s1
*CC(=S)Cc1ccc(*)s1,86,5.8858,CCC(=S)Cc1ccc(C)s1
*Cc1ccc(C(=O)c2ccc(*)s2)s1,87,6.3555,CCc1ccc(C(=O)c2ccc(C)s2)s1
*C(=O)c1ccc(Cc2ccc(*)s2)s1,87,6.3555,CC(=O)c1ccc(Cc2ccc(C)s2)s1
*Cc1ccc(C(=O)C(*)=S)s1,88,6.4325,CCc1ccc(C(=O)C(C)=S)s1
*CC(=S)C(=O)c1ccc(*)s1,88,6.4325,CCC(=S)C(=O)c1ccc(C)s1
*C(=O)C(=S)Cc1ccc(*)s1,88,6.4325,CC(=O)C(=S)Cc1ccc(C)s1
*C(=O)c1ccc(CC(*)=S)s1,88,6.4325,CC(=O)c1ccc(CC(C)=S)s1
*Cc1ccc(C(=O)O*)s1,89,6.8862,COC(=O)c1ccc(CO)s1
*COC(=O)c1ccc(*)s1,89,6.8862,CCOC(=O)c1ccc(C)s1
*C(=O)OCc1ccc(*)s1,89,6.8862,CC(=O)OCc1ccc(C)s1
*OCc1ccc(C(*)=O)s1,89,6.8862,COCc1ccc(C(=O)O)s1
*Cc1ccc(C(=S)c2ccc(*)s2)s1,90,5.9541,CCc1ccc(C(=S)c2ccc(C)s2)s1
*C(=S)c1ccc(Cc2ccc(*)s2)s1,90,5.9541,CC(=S)c1ccc(Cc2ccc(C)s2)s1
*Cc1ccc(C(=S)O*)s1,91,6.4155,COC(=S)c1ccc(CO)s1
*COC(=S)c1ccc(*)s1,91,6.4155,CCOC(=S)c1ccc(C)s1
*C(=S)OCc1ccc(*)s1,91,6.4155,CC(=S)OCc1ccc(C)s1
*OCc1ccc(C(*)=S)s1,91,6.4155,COCc1ccc(C(O)=S)s1
*Cc1ccc(Nc2ccc(*)s2)s1,92,5.2507,CCc1ccc(Nc2ccc(C)s2)s1
*Nc1ccc(Cc2ccc(*)s2)s1,92,5.2507,CNc1ccc(Cc2ccc(N)s2)s1
*Cc1ccc(NC(*)=S)s1,93,5.7769,CCc1ccc(NC(C)=S)s1
*CC(=S)Nc1ccc(*)s1,93,5.7769,CCC(=S)Nc1ccc(C)s1
*NC(=S)Cc1ccc(*)s1,93,5.7769,CNC(=S)Cc1ccc(N)s1
*Nc1ccc(CC(*)=S)s1,93,5.7769,CNc1ccc(CC(N)=S)s1
*Cc1ccc(NO*)s1,94,5.1816,CONc1ccc(CO)s1
*CONc1ccc(*)s1,94,5.1816,CCONc1ccc(C)s1
*NOCc1ccc(*)s1,94,5.1816,CNOCc1ccc(N)s1
*Nc1ccc(CO*)s1,94,5.1816,NOCc1ccc(NO)s1
*Cc1ccc(Oc2ccc(*)s2)s1,95,5.8606,CCc1ccc(Oc2ccc(C)s2)s1
*Oc1ccc(Cc2ccc(*)s2)s1,95,5.8606,COc1ccc(Cc2ccc(O)s2)s1
*Cc1ccc(OC(*)=S)s1,96,6.155,CCc1ccc(OC(C)=S)s1
*CC(=S)Oc1ccc(*)s1,96,6.155,CCC(=S)Oc1ccc(C)s1
*OC(=S)Cc1ccc(*)s1,96,6.155,COC(=S)Cc1ccc(O)s1
*Oc1ccc(CC(*)=S)s1,96,6.155,COc1ccc(CC(O)=S)s1
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,97,5.1679,CCc1ccc(-c2ccc(-c3ccc(C)s3)s2)cc1
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)s1,97,5.1679,CCc1ccc(-c2ccc(-c3ccc(C)cc3)s2)s1
*c1ccc(Cc2ccc(-c3ccc(*)s3)s2)cc1,97,5.1679,Cc1ccc(Cc2ccc(-c3ccc(C)s3)s2)cc1
*c1ccc(Cc2ccc(-c3ccc(*)s3)cc2)s1,97,5.1679,Cc1ccc(Cc2ccc(-c3ccc(C)s3)cc2)s1
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,98,5.3092,CCc1ccc(-c2ccc(-c3ccc(C)cc3)s2)cc1
*c1ccc(Cc2ccc(-c3ccc(*)s3)cc2)cc1,98,5.3092,Cc1ccc(Cc2ccc(-c3ccc(C)s3)cc2)cc1
*Cc1ccc(-c2ccc(C(*)=S)s2)cc1,99,5.8475,CCc1ccc(-c2ccc(C(C)=S)s2)cc1
*CC(=S)c1ccc(-c2ccc(*)cc2)s1,99,5.8475,CCC(=S)c1ccc(-c2ccc(C)cc2)s1
*c1ccc(CC(=S)c2ccc(*)s2)cc1,99,5.8475,Cc1ccc(CC(=S)c2ccc(C)s2)cc1
*C(=S)Cc1ccc(-c2ccc(*)s2)cc1,99,5.8475,CC(=S)Cc1ccc(-c2ccc(C)s2)cc1
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,100,5.3793,CCc1ccc(-c2ccc(-c3ccc(C)s3)cc2)cc1
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,100,5.3793,CCc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)s1
*c1ccc(Cc2ccc(-c3ccc(*)cc3)s2)cc1,100,5.3793,Cc1ccc(Cc2ccc(-c3ccc(C)cc3)s2)cc1
*c1ccc(-c2ccc(Cc3ccc(*)s3)cc2)cc1,100,5.3793,Cc1ccc(-c2ccc(Cc3ccc(C)s3)cc2)cc1
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,101,5.528,CCc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1
*c1ccc(Cc2ccc(-c3ccc(*)cc3)cc2)cc1,101,5.528,Cc1ccc(Cc2ccc(-c3ccc(C)cc3)cc2)cc1
*Cc1ccc(-c2ccc(C(*)=S)cc2)cc1,102,5.6651,CCc1ccc(-c2ccc(C(C)=S)cc2)cc1
*CC(=S)c1ccc(-c2ccc(*)cc2)cc1,102,5.6651,CCC(=S)c1ccc(-c2ccc(C)cc2)cc1
*c1ccc(CC(=S)c2ccc(*)cc2)cc1,102,5.6651,Cc1ccc(CC(=S)c2ccc(C)cc2)cc1
*C(=S)Cc1ccc(-c2ccc(*)cc2)cc1,102,5.6651,CC(=S)Cc1ccc(-c2ccc(C)cc2)cc1
*Cc1ccc(Cc2ccc(*)s2)cc1,103,5.5737,CCc1ccc(Cc2ccc(C)s2)cc1
*Cc1ccc(Cc2ccc(*)cc2)s1,103,5.5737,CCc1ccc(Cc2ccc(C)cc2)s1
*Cc1ccc(Cc2ccc(*)cc2)cc1,104,6.2368,CCc1ccc(Cc2ccc(C)cc2)cc1
*Cc1ccc(CC(*)=S)cc1,105,5.9697,CCc1ccc(CC(C)=S)cc1
*CC(=S)Cc1ccc(*)cc1,105,5.9697,CCC(=S)Cc1ccc(C)cc1
*Cc1ccc(C(=O)c2ccc(*)s2)cc1,106,6.578,CCc1ccc(C(=O)c2ccc(C)s2)cc1
*Cc1ccc(C(=O)c2ccc(*)cc2)s1,106,6.578,CCc1ccc(C(=O)c2ccc(C)cc2)s1
*C(=O)c1ccc(Cc2ccc(*)cc2)s1,106,6.578,CC(=O)c1ccc(Cc2ccc(C)cc2)s1
*C(=O)c1ccc(Cc2ccc(*)s2)cc1,106,6.578,CC(=O)c1ccc(Cc2ccc(C)s2)cc1
*Cc1ccc(C(=O)c2ccc(*)cc2)cc1,107,6.6326,CCc1ccc(C(=O)c2ccc(C)cc2)cc1
*C(=O)c1ccc(Cc2ccc(*)cc2)cc1,107,6.6326,CC(=O)c1ccc(Cc2ccc(C)cc2)cc1
*Cc1ccc(C(=O)C(*)=S)cc1,108,6.2998,CCc1ccc(C(=O)C(C)=S)cc1
*CC(=S)C(=O)c1ccc(*)cc1,108,6.2998,CCC(=S)C(=O)c1ccc(C)cc1
*C(=O)C(=S)Cc1ccc(*)cc1,108,6.2998,CC(=O)C(=S)Cc1ccc(C)cc1
*C(=O)c1ccc(CC(*)=S)cc1,108,6.2998,CC(=O)c1ccc(CC(C)=S)cc1
*Cc1ccc(C(=S)c2ccc(*)s2)cc1,109,5.8109,CCc1ccc(C(=S)c2ccc(C)s2)cc1
*Cc1ccc(C(=S)c2ccc(*)cc2)s1,109,5.8109,CCc1ccc(C(=S)c2ccc(C)cc2)s1
*C(=S)c1ccc(Cc2ccc(*)cc2)s1,109,5.8109,CC(=S)c1ccc(Cc2ccc(C)cc2)s1
*C(=S)c1ccc(Cc2ccc(*)s2)cc1,109,5.8109,CC(=S)c1ccc(Cc2ccc(C)s2)cc1
*Cc1ccc(C(=S)c2ccc(*)cc2)cc1,110,5.6687,CCc1ccc(C(=S)c2ccc(C)cc2)cc1
*C(=S)c1ccc(Cc2ccc(*)cc2)cc1,110,5.6687,CC(=S)c1ccc(Cc2ccc(C)cc2)cc1
*Cc1ccc(C(=S)O*)cc1,111,6.2737,COC(=S)c1ccc(CO)cc1
*COC(=S)c1ccc(*)cc1,111,6.2737,CCOC(=S)c1ccc(C)cc1
*C(=S)OCc1ccc(*)cc1,111,6.2737,CC(=S)OCc1ccc(C)cc1
*OCc1ccc(C(*)=S)cc1,111,6.2737,COCc1ccc(C(O)=S)cc1
*Cc1ccc(Nc2ccc(*)s2)cc1,112,5.4067,CCc1ccc(Nc2ccc(C)s2)cc1
*Cc1ccc(Nc2ccc(*)cc2)s1,112,5.4067,CCc1ccc(Nc2ccc(C)cc2)s1
*Nc1ccc(Cc2ccc(*)cc2)s1,112,5.4067,CNc1ccc(Cc2ccc(N)cc2)s1
*Nc1ccc(Cc2ccc(*)s2)cc1,112,5.4067,CNc1ccc(Cc2ccc(N)s2)cc1
*Cc1ccc(Nc2ccc(*)cc2)cc1,113,5.3392,CCc1ccc(Nc2ccc(C)cc2)cc1
*Nc1ccc(Cc2ccc(*)cc2)cc1,113,5.3392,CNc1ccc(Cc2ccc(N)cc2)cc1
*Cc1ccc(NC(*)=S)cc1,114,5.8355,CCc1ccc(NC(C)=S)cc1
*CC(=S)Nc1ccc(*)cc1,114,5.8355,CCC(=S)Nc1ccc(C)cc1
*NC(=S)Cc1ccc(*)cc1,114,5.8355,CNC(=S)Cc1ccc(N)cc1
*Nc1ccc(CC(*)=S)cc1,114,5.8355,CNc1ccc(CC(N)=S)cc1
*Cc1ccc(NO*)cc1,115,5.6115,CONc1ccc(CO)cc1
*CONc1ccc(*)cc1,115,5.6115,CCONc1ccc(C)cc1
*NOCc1ccc(*)cc1,115,5.6115,CNOCc1ccc(N)cc1
*Nc1ccc(CO*)cc1,115,5.6115,NOCc1ccc(NO)cc1
*Cc1ccc(Oc2ccc(*)s2)cc1,116,5.631,CCc1ccc(Oc2ccc(C)s2)cc1
*Cc1ccc(Oc2ccc(*)cc2)s1,116,5.631,CCc1ccc(Oc2ccc(C)cc2)s1
*Oc1ccc(Cc2ccc(*)cc2)s1,116,5.631,COc1ccc(Cc2ccc(O)cc2)s1
*Oc1ccc(Cc2ccc(*)s2)cc1,116,5.631,COc1ccc(Cc2ccc(O)s2)cc1
*Cc1ccc(OC(*)=S)cc1,117,6.2998,CCc1ccc(OC(C)=S)cc1
*CC(=S)Oc1ccc(*)cc1,117,6.2998,CCC(=S)Oc1ccc(C)cc1
*OC(=S)Cc1ccc(*)cc1,117,6.2998,COC(=S)Cc1ccc(O)cc1
*Oc1ccc(CC(*)=S)cc1,117,6.2998,COc1ccc(CC(O)=S)cc1
*CCc1ccc(-c2ccc(*)s2)s1,118,5.1709,CCCc1ccc(-c2ccc(C)s2)s1
*Cc1ccc(-c2ccc(C*)s2)s1,118,5.1709,CCc1ccc(-c2ccc(CC)s2)s1
*c1ccc(CCc2ccc(*)s2)s1,118,5.1709,Cc1ccc(CCc2ccc(C)s2)s1
*CCc1ccc(C(*)=S)s1,119,5.9475,CCCc1ccc(C(C)=S)s1
*CC(=S)c1ccc(C*)s1,119,5.9475,CCC(=S)c1ccc(CC)s1
*CCC(=S)c1ccc(*)s1,119,5.9475,CCCC(=S)c1ccc(C)s1
*C(=S)CCc1ccc(*)s1,119,5.9475,CC(=S)CCc1ccc(C)s1
*CCc1ccc(O*)s1,120,5.5608,COc1ccc(CCO)s1
*COc1ccc(C*)s1,120,5.5608,CCOc1ccc(CC)s1
*CCOc1ccc(*)s1,120,5.5608,CCCOc1ccc(C)s1
*OCCc1ccc(*)s1,120,5.5608,COCCc1ccc(O)s1
*CCc1ccc(-c2ccc(*)s2)cc1,121,5.4079,CCCc1ccc(-c2ccc(C)s2)cc1
*Cc1ccc(-c2ccc(C*)s2)cc1,121,5.4079,CCc1ccc(-c2ccc(CC)s2)cc1
*CCc1ccc(-c2ccc(*)cc2)s1,121,5.4079,CCCc1ccc(-c2ccc(C)cc2)s1
*c1ccc(CCc2ccc(*)s2)cc1,121,5.4079,Cc1ccc(CCc2ccc(C)s2)cc1
*CCc1ccc(C(*)=S)cc1,122,5.8549,CCCc1ccc(C(C)=S)cc1
*CC(=S)c1ccc(C*)cc1,122,5.8549,CCC(=S)c1ccc(CC)cc1
*CCC(=S)c1ccc(*)cc1,122,5.8549,CCCC(=S)c1ccc(C)cc1
*C(=S)CCc1ccc(*)cc1,122,5.8549,CC(=S)CCc1ccc(C)cc1
*CCc1ccc(O*)cc1,123,5.6727,COc1ccc(CCO)cc1
*COc1ccc(C*)cc1,123,5.6727,CCOc1ccc(CC)cc1
*CCOc1ccc(*)cc1,123,5.6727,CCCOc1ccc(C)cc1
*OCCc1ccc(*)cc1,123,5.6727,COCCc1ccc(O)cc1
*CCCc1ccc(*)s1,124,5.6976,CCCCc1ccc(C)s1
*CCc1ccc(C*)s1,124,5.6976,CCCc1ccc(CC)s1
*CCCc1ccc(*)cc1,125,5.9933,CCCCc1ccc(C)cc1
*CCc1ccc(C*)cc1,125,5.9933,CCCc1ccc(CC)cc1
*CCCC(*)=O,126,6.6298,CCCCC(C)=O
*CCC(=O)C*,126,6.6298,CCCC(=O)CC
*CCCC(*)=S,127,5.7881,CCCCC(C)=S
*CCC(=S)C*,127,5.7881,CCCC(=S)CC
*CCC(=O)c1ccc(*)s1,128,6.6564,CCCC(=O)c1ccc(C)s1
*CC(=O)c1ccc(C*)s1,128,6.6564,CCC(=O)c1ccc(CC)s1
*CCc1ccc(C(*)=O)s1,128,6.6564,CCCc1ccc(C(C)=O)s1
*C(=O)CCc1ccc(*)s1,128,6.6564,CC(=O)CCc1ccc(C)s1
*CCC(=O)c1ccc(*)cc1,129,6.8635,CCCC(=O)c1ccc(C)cc1
*CC(=O)c1ccc(C*)cc1,129,6.8635,CCC(=O)c1ccc(CC)cc1
*CCc1ccc(C(*)=O)cc1,129,6.8635,CCCc1ccc(C(C)=O)cc1
*C(=O)CCc1ccc(*)cc1,129,6.8635,CC(=O)CCc1ccc(C)cc1
*CCC(=O)C(*)=S,130,6.4199,CCCC(=O)C(C)=S
*CC(=O)C(=S)C*,130,6.4199,CCC(=O)C(=S)CC
*CCC(=S)C(*)=O,130,6.4199,CCCC(=S)C(C)=O
*C(=O)CCC(*)=S,130,6.4199,CC(=O)CCC(C)=S
*CCC(=S)O*,131,6.2041,COC(=S)CCO
*COC(=S)C*,131,6.2041,CCOC(=S)CC
*CCOC(*)=S,131,6.2041,CCCOC(C)=S
*OCCC(*)=S,131,6.2041,COCCC(O)=S
*CCNc1ccc(*)s1,132,4.6632,CCCNc1ccc(C)s1
*CNc1ccc(C*)s1,132,4.6632,CCNc1ccc(CC)s1
*CCc1ccc(N*)s1,132,4.6632,CNc1ccc(CCN)s1
*NCCc1ccc(*)s1,132,4.6632,CNCCc1ccc(N)s1
*CCNc1ccc(*)cc1,133,4.8208,CCCNc1ccc(C)cc1
*CNc1ccc(C*)cc1,133,4.8208,CCNc1ccc(CC)cc1
*CCc1ccc(N*)cc1,133,4.8208,CNc1ccc(CCN)cc1
*NCCc1ccc(*)cc1,133,4.8208,CNCCc1ccc(N)cc1
*CCNC(*)=S,134,5.3628,CCCNC(C)=S
*CNC(=S)C*,134,5.3628,CCNC(=S)CC
*CCC(=S)N*,134,5.3628,CNC(=S)CCN
*NCCC(*)=S,134,5.3628,CNCCC(N)=S
*CCON*,135,4.8207,CNOCCN
*CNOC*,135,4.8207,CCNOCC
*CCNO*,135,4.8207,CONCCO
*NCCO*,135,4.8207,NOCCNO
*CC(=O)c1ccc(-c2ccc(*)s2)s1,136,5.6786,CCC(=O)c1ccc(-c2ccc(C)s2)s1
*Cc1ccc(-c2ccc(C(*)=O)s2)s1,136,5.6786,CCc1ccc(-c2ccc(C(C)=O)s2)s1
*C(=O)Cc1ccc(-c2ccc(*)s2)s1,136,5.6786,CC(=O)Cc1ccc(-c2ccc(C)s2)s1
*c1ccc(CC(=O)c2ccc(*)s2)s1,136,5.6786,Cc1ccc(CC(=O)c2ccc(C)s2)s1
*CC(=O)c1ccc(-c2ccc(*)cc2)s1,137,6.0852,CCC(=O)c1ccc(-c2ccc(C)cc2)s1
*Cc1ccc(-c2ccc(C(*)=O)s2)cc1,137,6.0852,CCc1ccc(-c2ccc(C(C)=O)s2)cc1
*C(=O)Cc1ccc(-c2ccc(*)s2)cc1,137,6.0852,CC(=O)Cc1ccc(-c2ccc(C)s2)cc1
*c1ccc(CC(=O)c2ccc(*)s2)cc1,137,6.0852,Cc1ccc(CC(=O)c2ccc(C)s2)cc1
*CC(=O)c1ccc(C(*)=O)s1,138,7.202,CCC(=O)c1ccc(C(C)=O)s1
*C(=O)CC(=O)c1ccc(*)s1,138,7.202,CC(=O)CC(=O)c1ccc(C)s1
*CC(=O)c1ccc(C(*)=S)s1,139,6.3101,CCC(=O)c1ccc(C(C)=S)s1
*CC(=S)c1ccc(C(*)=O)s1,139,6.3101,CCC(=S)c1ccc(C(C)=O)s1
*C(=O)CC(=S)c1ccc(*)s1,139,6.3101,CC(=O)CC(=S)c1ccc(C)s1
*C(=S)CC(=O)c1ccc(*)s1,139,6.3101,CC(=S)CC(=O)c1ccc(C)s1
*CC(=O)c1ccc(O*)s1,140,6.261,COc1ccc(C(=O)CO)s1
*COc1ccc(C(*)=O)s1,140,6.261,CCOc1ccc(C(C)=O)s1
*C(=O)COc1ccc(*)s1,140,6.261,CC(=O)COc1ccc(C)s1
*OCC(=O)c1ccc(*)s1,140,6.261,COCC(=O)c1ccc(O)s1
*CC(=O)c1ccc(-c2ccc(*)s2)cc1,141,5.9294,CCC(=O)c1ccc(-c2ccc(C)s2)cc1
*Cc1ccc(-c2ccc(C(*)=O)cc2)s1,141,5.9294,CCc1ccc(-c2ccc(C(C)=O)cc2)s1
*C(=O)Cc1ccc(-c2ccc(*)cc2)s1,141,5.9294,CC(=O)Cc1ccc(-c2ccc(C)cc2)s1
*c1ccc(C(=O)Cc2ccc(*)s2)cc1,141,5.9294,Cc1ccc(C(=O)Cc2ccc(C)s2)cc1
*CC(=O)c1ccc(-c2ccc(*)cc2)cc1,142,6.2808,CCC(=O)c1ccc(-c2ccc(C)cc2)cc1
*Cc1ccc(-c2ccc(C(*)=O)cc2)cc1,142,6.2808,CCc1ccc(-c2ccc(C(C)=O)cc2)cc1
*C(=O)Cc1ccc(-c2ccc(*)cc2)cc1,142,6.2808,CC(=O)Cc1ccc(-c2ccc(C)cc2)cc1
*c1ccc(CC(=O)c2ccc(*)cc2)cc1,142,6.2808,Cc1ccc(CC(=O)c2ccc(C)cc2)cc1
*CC(=O)c1ccc(C(*)=O)cc1,143,7.293,CCC(=O)c1ccc(C(C)=O)cc1
*C(=O)CC(=O)c1ccc(*)cc1,143,7.293,CC(=O)CC(=O)c1ccc(C)cc1
*CC(=O)c1ccc(C(*)=S)cc1,144,6.4748,CCC(=O)c1ccc(C(C)=S)cc1
*CC(=S)c1ccc(C(*)=O)cc1,144,6.4748,CCC(=S)c1ccc(C(C)=O)cc1
*C(=O)CC(=S)c1ccc(*)cc1,144,6.4748,CC(=O)CC(=S)c1ccc(C)cc1
*C(=S)CC(=O)c1ccc(*)cc1,144,6.4748,CC(=S)CC(=O)c1ccc(C)cc1
*CC(=O)c1ccc(O*)cc1,145,6.5457,COc1ccc(C(=O)CO)cc1
*COc1ccc(C(*)=O)cc1,145,6.5457,CCOc1ccc(C(C)=O)cc1
*C(=O)COc1ccc(*)cc1,145,6.5457,CC(=O)COc1ccc(C)cc1
*OCC(=O)c1ccc(*)cc1,145,6.5457,COCC(=O)c1ccc(O)cc1
*CC(=O)Cc1ccc(*)s1,146,6.0343,CCC(=O)Cc1ccc(C)s1
*Cc1ccc(CC(*)=O)s1,146,6.0343,CCc1ccc(CC(C)=O)s1
*CC(=O)Cc1ccc(*)cc1,147,6.2518,CCC(=O)Cc1ccc(C)cc1
*Cc1ccc(CC(*)=O)cc1,147,6.2518,CCc1ccc(CC(C)=O)cc1
*CC(=O)CC(*)=O,148,5.6663,CCC(=O)CC(C)=O
*CC(=O)CC(*)=S,149,5.8877,CCC(=O)CC(C)=S
*CC(=S)CC(*)=O,149,5.8877,CCC(=S)CC(C)=O
*CC(=O)CO*,150,6.97,COCC(=O)CO
*COCC(*)=O,150,6.97,CCOCC(C)=O
*CC(=O)C(=S)c1ccc(*)s1,151,6.3305,CCC(=O)C(=S)c1ccc(C)s1
*Cc1ccc(C(=S)C(*)=O)s1,151,6.3305,CCc1ccc(C(=S)C(C)=O)s1
*C(=O)Cc1ccc(C(*)=S)s1,151,6.3305,CC(=O)Cc1ccc(C(C)=S)s1
*C(=S)C(=O)Cc1ccc(*)s1,151,6.3305,CC(=S)C(=O)Cc1ccc(C)s1
*CC(=O)C(=S)c1ccc(*)cc1,152,6.263,CCC(=O)C(=S)c1ccc(C)cc1
*Cc1ccc(C(=S)C(*)=O)cc1,152,6.263,CCc1ccc(C(=S)C(C)=O)cc1
*C(=O)Cc1ccc(C(*)=S)cc1,152,6.263,CC(=O)Cc1ccc(C(C)=S)cc1
*C(=S)C(=O)Cc1ccc(*)cc1,152,6.263,CC(=S)C(=O)Cc1ccc(C)cc1
*CC(=O)C(=S)C(*)=O,153,6.8667,CCC(=O)C(=S)C(C)=O
*C(=O)CC(=O)C(*)=S,153,6.8667,CC(=O)CC(=O)C(C)=S
*CC(=O)C(=S)O*,154,6.719,COC(=S)C(=O)CO
*COC(=S)C(*)=O,154,6.719,CCOC(=S)C(C)=O
*C(=O)COC(*)=S,154,6.719,CC(=O)COC(C)=S
*OCC(=O)C(*)=S,154,6.719,COCC(=O)C(O)=S
*CC(=O)Nc1ccc(*)s1,155,5.8021,CCC(=O)Nc1ccc(C)s1
*Cc1ccc(NC(*)=O)s1,155,5.8021,CCc1ccc(NC(C)=O)s1
*Nc1ccc(CC(*)=O)s1,155,5.8021,CNc1ccc(CC(N)=O)s1
*NC(=O)Cc1ccc(*)s1,155,5.8021,CNC(=O)Cc1ccc(N)s1
*CC(=O)Nc1ccc(*)cc1,156,5.8783,CCC(=O)Nc1ccc(C)cc1
*Cc1ccc(NC(*)=O)cc1,156,5.8783,CCc1ccc(NC(C)=O)cc1
*Nc1ccc(CC(*)=O)cc1,156,5.8783,CNc1ccc(CC(N)=O)cc1
*NC(=O)Cc1ccc(*)cc1,156,5.8783,CNC(=O)Cc1ccc(N)cc1
*CC(=O)NC(*)=O,157,5.8547,CCC(=O)NC(C)=O
*NC(=O)CC(*)=O,157,5.8547,CNC(=O)CC(N)=O
*CC(=O)NC(*)=S,158,5.8386,CCC(=O)NC(C)=S
*CC(=S)NC(*)=O,158,5.8386,CCC(=S)NC(C)=O
*NC(=S)CC(*)=O,158,5.8386,CNC(=S)CC(N)=O
*NC(=O)CC(*)=S,158,5.8386,CNC(=O)CC(N)=S
*CC(=O)Oc1ccc(*)s1,159,6.077,CCC(=O)Oc1ccc(C)s1
*Cc1ccc(OC(*)=O)s1,159,6.077,CCc1ccc(OC(C)=O)s1
*Oc1ccc(CC(*)=O)s1,159,6.077,COc1ccc(CC(=O)O)s1
*OC(=O)Cc1ccc(*)s1,159,6.077,COC(=O)Cc1ccc(O)s1
*CC(=O)OC(*)=O,160,8.5901,CCC(=O)OC(C)=O
*OC(=O)CC(*)=O,160,8.5901,COC(=O)CC(=O)O
*CC(=O)OC(*)=S,161,6.7464,CCC(=O)OC(C)=S
*CC(=S)OC(*)=O,161,6.7464,CCC(=S)OC(C)=O
*OC(=S)CC(*)=O,161,6.7464,COC(=S)CC(=O)O
*OC(=O)CC(*)=S,161,6.7464,COC(=O)CC(O)=S
*CC(=S)c1ccc(C(*)=S)s1,162,4.932,CCC(=S)c1ccc(C(C)=S)s1
*C(=S)CC(=S)c1ccc(*)s1,162,4.932,CC(=S)CC(=S)c1ccc(C)s1
*CC(=S)c1ccc(O*)s1,163,5.946,COc1ccc(C(=S)CO)s1
*COc1ccc(C(*)=S)s1,163,5.946,CCOc1ccc(C(C)=S)s1
*C(=S)COc1ccc(*)s1,163,5.946,CC(=S)COc1ccc(C)s1
*OCC(=S)c1ccc(*)s1,163,5.946,COCC(=S)c1ccc(O)s1
*CC(=S)c1ccc(C(*)=S)cc1,164,4.2727,CCC(=S)c1ccc(C(C)=S)cc1
*C(=S)CC(=S)c1ccc(*)cc1,164,4.2727,CC(=S)CC(=S)c1ccc(C)cc1
*CC(=S)c1ccc(N*)cc1,165,5.6636,CNc1ccc(C(=S)CN)cc1
*CNc1ccc(C(*)=S)cc1,165,5.6636,CCNc1ccc(C(C)=S)cc1
*C(=S)CNc1ccc(*)cc1,165,5.6636,CC(=S)CNc1ccc(C)cc1
*NCC(=S)c1ccc(*)cc1,165,5.6636,CNCC(=S)c1ccc(N)cc1
*CC(=S)c1ccc(O*)cc1,166,5.926,COc1ccc(C(=S)CO)cc1
*COc1ccc(C(*)=S)cc1,166,5.926,CCOc1ccc(C(C)=S)cc1
*C(=S)COc1ccc(*)cc1,166,5.926,CC(=S)COc1ccc(C)cc1
*OCC(=S)c1ccc(*)cc1,166,5.926,COCC(=S)c1ccc(O)cc1
*CC(=S)CO*,167,5.5936,COCC(=S)CO
*COCC(*)=S,167,5.5936,CCOCC(C)=S
*CC(=S)C(=O)O*,168,6.5803,COC(=O)C(=S)CO
