smiles,index,value,processed_strings
*c1ccc(COc2ccc(*)s2)s1,80,1.7705,Cc1ccc(COc2ccc(C)s2)s1
*OCc1ccc(-c2ccc(*)s2)s1,80,1.7705,COCc1ccc(-c2ccc(O)s2)s1
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,81,1.9244,CCc1ccc(-c2ccc(-c3ccc(C)s3)cc2)s1
*c1ccc(-c2ccc(Cc3ccc(*)s3)s2)cc1,81,1.9244,Cc1ccc(-c2ccc(Cc3ccc(C)s3)s2)cc1
*Cc1ccc(-c2ccc(C(*)=S)cc2)s1,82,2.9754,CCc1ccc(-c2ccc(C(C)=S)cc2)s1
*CC(=S)c1ccc(-c2ccc(*)s2)cc1,82,2.9754,CCC(=S)c1ccc(-c2ccc(C)s2)cc1
*c1ccc(C(=S)Cc2ccc(*)s2)cc1,82,2.9754,Cc1ccc(C(=S)Cc2ccc(C)s2)cc1
*C(=S)Cc1ccc(-c2ccc(*)cc2)s1,82,2.9754,CC(=S)Cc1ccc(-c2ccc(C)cc2)s1
*Cc1ccc(-c2ccc(O*)cc2)s1,83,1.4385,COc1ccc(-c2ccc(CO)s2)cc1
*COc1ccc(-c2ccc(*)s2)cc1,83,1.4385,CCOc1ccc(-c2ccc(C)s2)cc1
*c1ccc(OCc2ccc(*)s2)cc1,83,1.4385,Cc1ccc(OCc2ccc(C)s2)cc1
*OCc1ccc(-c2ccc(*)cc2)s1,83,1.4385,COCc1ccc(-c2ccc(O)cc2)s1
*Cc1ccc(Cc2ccc(*)s2)s1,84,1.174,CCc1ccc(Cc2ccc(C)s2)s1
*Cc1ccc(CC(*)=S)s1,85,2.588,CCc1ccc(CC(C)=S)s1
*CC(=S)Cc1ccc(*)s1,85,2.588,CCC(=S)Cc1ccc(C)s1
*Cc1ccc(C(=O)c2ccc(*)s2)s1,86,2.8498,CCc1ccc(C(=O)c2ccc(C)s2)s1
*C(=O)c1ccc(Cc2ccc(*)s2)s1,86,2.8498,CC(=O)c1ccc(Cc2ccc(C)s2)s1
*Cc1ccc(C(=O)C(*)=S)s1,87,3.3428,CCc1ccc(C(=O)C(C)=S)s1
*CC(=S)C(=O)c1ccc(*)s1,87,3.3428,CCC(=S)C(=O)c1ccc(C)s1
*C(=O)C(=S)Cc1ccc(*)s1,87,3.3428,CC(=O)C(=S)Cc1ccc(C)s1
*C(=O)c1ccc(CC(*)=S)s1,87,3.3428,CC(=O)c1ccc(CC(C)=S)s1
*Cc1ccc(C(=O)O*)s1,88,2.358,COC(=O)c1ccc(CO)s1
*COC(=O)c1ccc(*)s1,88,2.358,CCOC(=O)c1ccc(C)s1
*C(=O)OCc1ccc(*)s1,88,2.358,CC(=O)OCc1ccc(C)s1
*OCc1ccc(C(*)=O)s1,88,2.358,COCc1ccc(C(=O)O)s1
*Cc1ccc(C(=S)c2ccc(*)s2)s1,89,3.3843,CCc1ccc(C(=S)c2ccc(C)s2)s1
*C(=S)c1ccc(Cc2ccc(*)s2)s1,89,3.3843,CC(=S)c1ccc(Cc2ccc(C)s2)s1
*Cc1ccc(C(=S)O*)s1,90,2.9654,COC(=S)c1ccc(CO)s1
*COC(=S)c1ccc(*)s1,90,2.9654,CCOC(=S)c1ccc(C)s1
*C(=S)OCc1ccc(*)s1,90,2.9654,CC(=S)OCc1ccc(C)s1
*OCc1ccc(C(*)=S)s1,90,2.9654,COCc1ccc(C(O)=S)s1
*Cc1ccc(Nc2ccc(*)s2)s1,91,1.1194,CCc1ccc(Nc2ccc(C)s2)s1
*Nc1ccc(Cc2ccc(*)s2)s1,91,1.1194,CNc1ccc(Cc2ccc(N)s2)s1
*Cc1ccc(NC(*)=S)s1,92,2.0497,CCc1ccc(NC(C)=S)s1
*CC(=S)Nc1ccc(*)s1,92,2.0497,CCC(=S)Nc1ccc(C)s1
*NC(=S)Cc1ccc(*)s1,92,2.0497,CNC(=S)Cc1ccc(N)s1
*Nc1ccc(CC(*)=S)s1,92,2.0497,CNc1ccc(CC(N)=S)s1
*Cc1ccc(NO*)s1,93,1.3873,CONc1ccc(CO)s1
*CONc1ccc(*)s1,93,1.3873,CCONc1ccc(C)s1
*NOCc1ccc(*)s1,93,1.3873,CNOCc1ccc(N)s1
*Nc1ccc(CO*)s1,93,1.3873,NOCc1ccc(NO)s1
*Cc1ccc(Oc2ccc(*)s2)s1,94,1.2199,CCc1ccc(Oc2ccc(C)s2)s1
*Oc1ccc(Cc2ccc(*)s2)s1,94,1.2199,COc1ccc(Cc2ccc(O)s2)s1
*Cc1ccc(OC(*)=S)s1,95,2.3956,CCc1ccc(OC(C)=S)s1
*CC(=S)Oc1ccc(*)s1,95,2.3956,CCC(=S)Oc1ccc(C)s1
*OC(=S)Cc1ccc(*)s1,95,2.3956,COC(=S)Cc1ccc(O)s1
*Oc1ccc(CC(*)=S)s1,95,2.3956,COc1ccc(CC(O)=S)s1
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,96,1.9547,CCc1ccc(-c2ccc(-c3ccc(C)s3)s2)cc1
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)s1,96,1.9547,CCc1ccc(-c2ccc(-c3ccc(C)cc3)s2)s1
*c1ccc(Cc2ccc(-c3ccc(*)s3)s2)cc1,96,1.9547,Cc1ccc(Cc2ccc(-c3ccc(C)s3)s2)cc1
*c1ccc(Cc2ccc(-c3ccc(*)s3)cc2)s1,96,1.9547,Cc1ccc(Cc2ccc(-c3ccc(C)s3)cc2)s1
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,97,1.8331,CCc1ccc(-c2ccc(-c3ccc(C)cc3)s2)cc1
*c1ccc(Cc2ccc(-c3ccc(*)s3)cc2)cc1,97,1.8331,Cc1ccc(Cc2ccc(-c3ccc(C)s3)cc2)cc1
*Cc1ccc(-c2ccc(C(*)=S)s2)cc1,98,3.0651,CCc1ccc(-c2ccc(C(C)=S)s2)cc1
*CC(=S)c1ccc(-c2ccc(*)cc2)s1,98,3.0651,CCC(=S)c1ccc(-c2ccc(C)cc2)s1
*c1ccc(CC(=S)c2ccc(*)s2)cc1,98,3.0651,Cc1ccc(CC(=S)c2ccc(C)s2)cc1
*C(=S)Cc1ccc(-c2ccc(*)s2)cc1,98,3.0651,CC(=S)Cc1ccc(-c2ccc(C)s2)cc1
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,99,1.812,CCc1ccc(-c2ccc(-c3ccc(C)s3)cc2)cc1
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,99,1.812,CCc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)s1
*c1ccc(Cc2ccc(-c3ccc(*)cc3)s2)cc1,99,1.812,Cc1ccc(Cc2ccc(-c3ccc(C)cc3)s2)cc1
*c1ccc(-c2ccc(Cc3ccc(*)s3)cc2)cc1,99,1.812,Cc1ccc(-c2ccc(Cc3ccc(C)s3)cc2)cc1
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,100,1.7487,CCc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1
*c1ccc(Cc2ccc(-c3ccc(*)cc3)cc2)cc1,100,1.7487,Cc1ccc(Cc2ccc(-c3ccc(C)cc3)cc2)cc1
*Cc1ccc(-c2ccc(C(*)=S)cc2)cc1,101,2.7075,CCc1ccc(-c2ccc(C(C)=S)cc2)cc1
*CC(=S)c1ccc(-c2ccc(*)cc2)cc1,101,2.7075,CCC(=S)c1ccc(-c2ccc(C)cc2)cc1
*c1ccc(CC(=S)c2ccc(*)cc2)cc1,101,2.7075,Cc1ccc(CC(=S)c2ccc(C)cc2)cc1
*C(=S)Cc1ccc(-c2ccc(*)cc2)cc1,101,2.7075,CC(=S)Cc1ccc(-c2ccc(C)cc2)cc1
*Cc1ccc(Cc2ccc(*)s2)cc1,102,0.9966,CCc1ccc(Cc2ccc(C)s2)cc1
*Cc1ccc(Cc2ccc(*)cc2)s1,102,0.9966,CCc1ccc(Cc2ccc(C)cc2)s1
*Cc1ccc(Cc2ccc(*)cc2)cc1,103,1.0649,CCc1ccc(Cc2ccc(C)cc2)cc1
*Cc1ccc(CC(*)=S)cc1,104,2.6743,CCc1ccc(CC(C)=S)cc1
*CC(=S)Cc1ccc(*)cc1,104,2.6743,CCC(=S)Cc1ccc(C)cc1
*Cc1ccc(C(=O)c2ccc(*)s2)cc1,105,2.5375,CCc1ccc(C(=O)c2ccc(C)s2)cc1
*Cc1ccc(C(=O)c2ccc(*)cc2)s1,105,2.5375,CCc1ccc(C(=O)c2ccc(C)cc2)s1
*C(=O)c1ccc(Cc2ccc(*)cc2)s1,105,2.5375,CC(=O)c1ccc(Cc2ccc(C)cc2)s1
*C(=O)c1ccc(Cc2ccc(*)s2)cc1,105,2.5375,CC(=O)c1ccc(Cc2ccc(C)s2)cc1
*Cc1ccc(C(=O)c2ccc(*)cc2)cc1,106,2.314,CCc1ccc(C(=O)c2ccc(C)cc2)cc1
*C(=O)c1ccc(Cc2ccc(*)cc2)cc1,106,2.314,CC(=O)c1ccc(Cc2ccc(C)cc2)cc1
*Cc1ccc(C(=O)C(*)=S)cc1,107,3.3639,CCc1ccc(C(=O)C(C)=S)cc1
*CC(=S)C(=O)c1ccc(*)cc1,107,3.3639,CCC(=S)C(=O)c1ccc(C)cc1
*C(=O)C(=S)Cc1ccc(*)cc1,107,3.3639,CC(=O)C(=S)Cc1ccc(C)cc1
*C(=O)c1ccc(CC(*)=S)cc1,107,3.3639,CC(=O)c1ccc(CC(C)=S)cc1
*Cc1ccc(C(=S)c2ccc(*)s2)cc1,108,3.0211,CCc1ccc(C(=S)c2ccc(C)s2)cc1
*Cc1ccc(C(=S)c2ccc(*)cc2)s1,108,3.0211,CCc1ccc(C(=S)c2ccc(C)cc2)s1
*C(=S)c1ccc(Cc2ccc(*)cc2)s1,108,3.0211,CC(=S)c1ccc(Cc2ccc(C)cc2)s1
*C(=S)c1ccc(Cc2ccc(*)s2)cc1,108,3.0211,CC(=S)c1ccc(Cc2ccc(C)s2)cc1
*Cc1ccc(C(=S)c2ccc(*)cc2)cc1,109,2.874,CCc1ccc(C(=S)c2ccc(C)cc2)cc1
*C(=S)c1ccc(Cc2ccc(*)cc2)cc1,109,2.874,CC(=S)c1ccc(Cc2ccc(C)cc2)cc1
*Cc1ccc(C(=S)O*)cc1,110,2.8319,COC(=S)c1ccc(CO)cc1
*COC(=S)c1ccc(*)cc1,110,2.8319,CCOC(=S)c1ccc(C)cc1
*C(=S)OCc1ccc(*)cc1,110,2.8319,CC(=S)OCc1ccc(C)cc1
*OCc1ccc(C(*)=S)cc1,110,2.8319,COCc1ccc(C(O)=S)cc1
*Cc1ccc(Nc2ccc(*)s2)cc1,111,0.9705,CCc1ccc(Nc2ccc(C)s2)cc1
*Cc1ccc(Nc2ccc(*)cc2)s1,111,0.9705,CCc1ccc(Nc2ccc(C)cc2)s1
*Nc1ccc(Cc2ccc(*)cc2)s1,111,0.9705,CNc1ccc(Cc2ccc(N)cc2)s1
*Nc1ccc(Cc2ccc(*)s2)cc1,111,0.9705,CNc1ccc(Cc2ccc(N)s2)cc1
*Cc1ccc(Nc2ccc(*)cc2)cc1,112,0.9546,CCc1ccc(Nc2ccc(C)cc2)cc1
*Nc1ccc(Cc2ccc(*)cc2)cc1,112,0.9546,CNc1ccc(Cc2ccc(N)cc2)cc1
*Cc1ccc(NC(*)=S)cc1,113,2.0656,CCc1ccc(NC(C)=S)cc1
*CC(=S)Nc1ccc(*)cc1,113,2.0656,CCC(=S)Nc1ccc(C)cc1
*NC(=S)Cc1ccc(*)cc1,113,2.0656,CNC(=S)Cc1ccc(N)cc1
*Nc1ccc(CC(*)=S)cc1,113,2.0656,CNc1ccc(CC(N)=S)cc1
*Cc1ccc(NO*)cc1,114,0.7333,CONc1ccc(CO)cc1
*CONc1ccc(*)cc1,114,0.7333,CCONc1ccc(C)cc1
*NOCc1ccc(*)cc1,114,0.7333,CNOCc1ccc(N)cc1
*Nc1ccc(CO*)cc1,114,0.7333,NOCc1ccc(NO)cc1
*Cc1ccc(Oc2ccc(*)s2)cc1,115,1.0627,CCc1ccc(Oc2ccc(C)s2)cc1
*Cc1ccc(Oc2ccc(*)cc2)s1,115,1.0627,CCc1ccc(Oc2ccc(C)cc2)s1
*Oc1ccc(Cc2ccc(*)cc2)s1,115,1.0627,COc1ccc(Cc2ccc(O)cc2)s1
*Oc1ccc(Cc2ccc(*)s2)cc1,115,1.0627,COc1ccc(Cc2ccc(O)s2)cc1
*Cc1ccc(OC(*)=S)cc1,116,2.2773,CCc1ccc(OC(C)=S)cc1
*CC(=S)Oc1ccc(*)cc1,116,2.2773,CCC(=S)Oc1ccc(C)cc1
*OC(=S)Cc1ccc(*)cc1,116,2.2773,COC(=S)Cc1ccc(O)cc1
*Oc1ccc(CC(*)=S)cc1,116,2.2773,COc1ccc(CC(O)=S)cc1
*CCc1ccc(-c2ccc(*)s2)s1,117,1.9411,CCCc1ccc(-c2ccc(C)s2)s1
*Cc1ccc(-c2ccc(C*)s2)s1,117,1.9411,CCc1ccc(-c2ccc(CC)s2)s1
*c1ccc(CCc2ccc(*)s2)s1,117,1.9411,Cc1ccc(CCc2ccc(C)s2)s1
*CCc1ccc(C(*)=S)s1,118,3.3272,CCCc1ccc(C(C)=S)s1
*CC(=S)c1ccc(C*)s1,118,3.3272,CCC(=S)c1ccc(CC)s1
*CCC(=S)c1ccc(*)s1,118,3.3272,CCCC(=S)c1ccc(C)s1
*C(=S)CCc1ccc(*)s1,118,3.3272,CC(=S)CCc1ccc(C)s1
*CCc1ccc(O*)s1,119,0.6627,COc1ccc(CCO)s1
*COc1ccc(C*)s1,119,0.6627,CCOc1ccc(CC)s1
*CCOc1ccc(*)s1,119,0.6627,CCCOc1ccc(C)s1
*OCCc1ccc(*)s1,119,0.6627,COCCc1ccc(O)s1
*CCc1ccc(-c2ccc(*)s2)cc1,120,1.6982,CCCc1ccc(-c2ccc(C)s2)cc1
*Cc1ccc(-c2ccc(C*)s2)cc1,120,1.6982,CCc1ccc(-c2ccc(CC)s2)cc1
*CCc1ccc(-c2ccc(*)cc2)s1,120,1.6982,CCCc1ccc(-c2ccc(C)cc2)s1
*c1ccc(CCc2ccc(*)s2)cc1,120,1.6982,Cc1ccc(CCc2ccc(C)s2)cc1
*CCc1ccc(C(*)=S)cc1,121,3.1161,CCCc1ccc(C(C)=S)cc1
*CC(=S)c1ccc(C*)cc1,121,3.1161,CCC(=S)c1ccc(CC)cc1
*CCC(=S)c1ccc(*)cc1,121,3.1161,CCCC(=S)c1ccc(C)cc1
*C(=S)CCc1ccc(*)cc1,121,3.1161,CC(=S)CCc1ccc(C)cc1
*CCc1ccc(O*)cc1,122,0.7536,COc1ccc(CCO)cc1
*COc1ccc(C*)cc1,122,0.7536,CCOc1ccc(CC)cc1
*CCOc1ccc(*)cc1,122,0.7536,CCCOc1ccc(C)cc1
*OCCc1ccc(*)cc1,122,0.7536,COCCc1ccc(O)cc1
*CCCc1ccc(*)s1,123,0.9489,CCCCc1ccc(C)s1
*CCc1ccc(C*)s1,123,0.9489,CCCc1ccc(CC)s1
*CCCc1ccc(*)cc1,124,0.9937,CCCCc1ccc(C)cc1
*CCc1ccc(C*)cc1,124,0.9937,CCCc1ccc(CC)cc1
*CCCC(*)=O,125,1.2346,CCCCC(C)=O
*CCC(=O)C*,125,1.2346,CCCC(=O)CC
*CCCC(*)=S,126,2.3997,CCCCC(C)=S
*CCC(=S)C*,126,2.3997,CCCC(=S)CC
*CCC(=O)c1ccc(*)s1,127,2.6933,CCCC(=O)c1ccc(C)s1
*CC(=O)c1ccc(C*)s1,127,2.6933,CCC(=O)c1ccc(CC)s1
*CCc1ccc(C(*)=O)s1,127,2.6933,CCCc1ccc(C(C)=O)s1
*C(=O)CCc1ccc(*)s1,127,2.6933,CC(=O)CCc1ccc(C)s1
*CCC(=O)c1ccc(*)cc1,128,2.3583,CCCC(=O)c1ccc(C)cc1
*CC(=O)c1ccc(C*)cc1,128,2.3583,CCC(=O)c1ccc(CC)cc1
*CCc1ccc(C(*)=O)cc1,128,2.3583,CCCc1ccc(C(C)=O)cc1
*C(=O)CCc1ccc(*)cc1,128,2.3583,CC(=O)CCc1ccc(C)cc1
*CCC(=O)C(*)=S,129,3.1911,CCCC(=O)C(C)=S
*CC(=O)C(=S)C*,129,3.1911,CCC(=O)C(=S)CC
*CCC(=S)C(*)=O,129,3.1911,CCCC(=S)C(C)=O
*C(=O)CCC(*)=S,129,3.1911,CC(=O)CCC(C)=S
*CCC(=S)O*,130,2.069,COC(=S)CCO
*COC(=S)C*,130,2.069,CCOC(=S)CC
*CCOC(*)=S,130,2.069,CCCOC(C)=S
*OCCC(*)=S,130,2.069,COCCC(O)=S
*CCNc1ccc(*)s1,131,0.6915,CCCNc1ccc(C)s1
*CNc1ccc(C*)s1,131,0.6915,CCNc1ccc(CC)s1
*CCc1ccc(N*)s1,131,0.6915,CNc1ccc(CCN)s1
*NCCc1ccc(*)s1,131,0.6915,CNCCc1ccc(N)s1
*CCNc1ccc(*)cc1,132,0.6326,CCCNc1ccc(C)cc1
*CNc1ccc(C*)cc1,132,0.6326,CCNc1ccc(CC)cc1
*CCc1ccc(N*)cc1,132,0.6326,CNc1ccc(CCN)cc1
*NCCc1ccc(*)cc1,132,0.6326,CNCCc1ccc(N)cc1
*CCNC(*)=S,133,1.6837,CCCNC(C)=S
*CNC(=S)C*,133,1.6837,CCNC(=S)CC
*CCC(=S)N*,133,1.6837,CNC(=S)CCN
*NCCC(*)=S,133,1.6837,CNCCC(N)=S
*CCON*,134,0.6058,CNOCCN
*CNOC*,134,0.6058,CCNOCC
*CCNO*,134,0.6058,CONCCO
*NCCO*,134,0.6058,NOCCNO
*CC(=O)c1ccc(-c2ccc(*)s2)s1,135,2.8128,CCC(=O)c1ccc(-c2ccc(C)s2)s1
*Cc1ccc(-c2ccc(C(*)=O)s2)s1,135,2.8128,CCc1ccc(-c2ccc(C(C)=O)s2)s1
*C(=O)Cc1ccc(-c2ccc(*)s2)s1,135,2.8128,CC(=O)Cc1ccc(-c2ccc(C)s2)s1
*c1ccc(CC(=O)c2ccc(*)s2)s1,135,2.8128,Cc1ccc(CC(=O)c2ccc(C)s2)s1
*CC(=O)c1ccc(-c2ccc(*)cc2)s1,136,2.6784,CCC(=O)c1ccc(-c2ccc(C)cc2)s1
*Cc1ccc(-c2ccc(C(*)=O)s2)cc1,136,2.6784,CCc1ccc(-c2ccc(C(C)=O)s2)cc1
*C(=O)Cc1ccc(-c2ccc(*)s2)cc1,136,2.6784,CC(=O)Cc1ccc(-c2ccc(C)s2)cc1
*c1ccc(CC(=O)c2ccc(*)s2)cc1,136,2.6784,Cc1ccc(CC(=O)c2ccc(C)s2)cc1
*CC(=O)c1ccc(C(*)=O)s1,137,3.1941,CCC(=O)c1ccc(C(C)=O)s1
*C(=O)CC(=O)c1ccc(*)s1,137,3.1941,CC(=O)CC(=O)c1ccc(C)s1
*CC(=O)c1ccc(C(*)=S)s1,138,3.6254,CCC(=O)c1ccc(C(C)=S)s1
*CC(=S)c1ccc(C(*)=O)s1,138,3.6254,CCC(=S)c1ccc(C(C)=O)s1
*C(=O)CC(=S)c1ccc(*)s1,138,3.6254,CC(=O)CC(=S)c1ccc(C)s1
*C(=S)CC(=O)c1ccc(*)s1,138,3.6254,CC(=S)CC(=O)c1ccc(C)s1
*CC(=O)c1ccc(O*)s1,139,2.4711,COc1ccc(C(=O)CO)s1
*COc1ccc(C(*)=O)s1,139,2.4711,CCOc1ccc(C(C)=O)s1
*C(=O)COc1ccc(*)s1,139,2.4711,CC(=O)COc1ccc(C)s1
*OCC(=O)c1ccc(*)s1,139,2.4711,COCC(=O)c1ccc(O)s1
*CC(=O)c1ccc(-c2ccc(*)s2)cc1,140,2.4129,CCC(=O)c1ccc(-c2ccc(C)s2)cc1
*Cc1ccc(-c2ccc(C(*)=O)cc2)s1,140,2.4129,CCc1ccc(-c2ccc(C(C)=O)cc2)s1
*C(=O)Cc1ccc(-c2ccc(*)cc2)s1,140,2.4129,CC(=O)Cc1ccc(-c2ccc(C)cc2)s1
*c1ccc(C(=O)Cc2ccc(*)s2)cc1,140,2.4129,Cc1ccc(C(=O)Cc2ccc(C)s2)cc1
*CC(=O)c1ccc(-c2ccc(*)cc2)cc1,141,2.336,CCC(=O)c1ccc(-c2ccc(C)cc2)cc1
*Cc1ccc(-c2ccc(C(*)=O)cc2)cc1,141,2.336,CCc1ccc(-c2ccc(C(C)=O)cc2)cc1
*C(=O)Cc1ccc(-c2ccc(*)cc2)cc1,141,2.336,CC(=O)Cc1ccc(-c2ccc(C)cc2)cc1
*c1ccc(CC(=O)c2ccc(*)cc2)cc1,141,2.336,Cc1ccc(CC(=O)c2ccc(C)cc2)cc1
*CC(=O)c1ccc(C(*)=O)cc1,142,2.7979,CCC(=O)c1ccc(C(C)=O)cc1
*C(=O)CC(=O)c1ccc(*)cc1,142,2.7979,CC(=O)CC(=O)c1ccc(C)cc1
*CC(=O)c1ccc(C(*)=S)cc1,143,3.7473,CCC(=O)c1ccc(C(C)=S)cc1
*CC(=S)c1ccc(C(*)=O)cc1,143,3.7473,CCC(=S)c1ccc(C(C)=O)cc1
*C(=O)CC(=S)c1ccc(*)cc1,143,3.7473,CC(=O)CC(=S)c1ccc(C)cc1
*C(=S)CC(=O)c1ccc(*)cc1,143,3.7473,CC(=S)CC(=O)c1ccc(C)cc1
*CC(=O)c1ccc(O*)cc1,144,2.3793,COc1ccc(C(=O)CO)cc1
*COc1ccc(C(*)=O)cc1,144,2.3793,CCOc1ccc(C(C)=O)cc1
*C(=O)COc1ccc(*)cc1,144,2.3793,CC(=O)COc1ccc(C)cc1
*OCC(=O)c1ccc(*)cc1,144,2.3793,COCC(=O)c1ccc(O)cc1
*CC(=O)Cc1ccc(*)s1,145,1.6069,CCC(=O)Cc1ccc(C)s1
*Cc1ccc(CC(*)=O)s1,145,1.6069,CCc1ccc(CC(C)=O)s1
*CC(=O)Cc1ccc(*)cc1,146,1.8209,CCC(=O)Cc1ccc(C)cc1
*Cc1ccc(CC(*)=O)cc1,146,1.8209,CCc1ccc(CC(C)=O)cc1
*CC(=O)CC(*)=O,147,1.5258,CCC(=O)CC(C)=O
*CC(=O)CC(*)=S,148,3.0632,CCC(=O)CC(C)=S
*CC(=S)CC(*)=O,148,3.0632,CCC(=S)CC(C)=O
*CC(=O)CO*,149,1.6393,COCC(=O)CO
*COCC(*)=O,149,1.6393,CCOCC(C)=O
*CC(=O)C(=S)c1ccc(*)s1,150,3.7805,CCC(=O)C(=S)c1ccc(C)s1
*Cc1ccc(C(=S)C(*)=O)s1,150,3.7805,CCc1ccc(C(=S)C(C)=O)s1
*C(=O)Cc1ccc(C(*)=S)s1,150,3.7805,CC(=O)Cc1ccc(C(C)=S)s1
*C(=S)C(=O)Cc1ccc(*)s1,150,3.7805,CC(=S)C(=O)Cc1ccc(C)s1
*CC(=O)C(=S)c1ccc(*)cc1,151,3.6382,CCC(=O)C(=S)c1ccc(C)cc1
*Cc1ccc(C(=S)C(*)=O)cc1,151,3.6382,CCc1ccc(C(=S)C(C)=O)cc1
*C(=O)Cc1ccc(C(*)=S)cc1,151,3.6382,CC(=O)Cc1ccc(C(C)=S)cc1
*C(=S)C(=O)Cc1ccc(*)cc1,151,3.6382,CC(=S)C(=O)Cc1ccc(C)cc1
*CC(=O)C(=S)C(*)=O,152,4.8698,CCC(=O)C(=S)C(C)=O
*C(=O)CC(=O)C(*)=S,152,4.8698,CC(=O)CC(=O)C(C)=S
*CC(=O)C(=S)O*,153,2.8847,COC(=S)C(=O)CO
*COC(=S)C(*)=O,153,2.8847,CCOC(=S)C(C)=O
*C(=O)COC(*)=S,153,2.8847,CC(=O)COC(C)=S
*OCC(=O)C(*)=S,153,2.8847,COCC(=O)C(O)=S
*CC(=O)Nc1ccc(*)s1,154,1.3272,CCC(=O)Nc1ccc(C)s1
*Cc1ccc(NC(*)=O)s1,154,1.3272,CCc1ccc(NC(C)=O)s1
*Nc1ccc(CC(*)=O)s1,154,1.3272,CNc1ccc(CC(N)=O)s1
*NC(=O)Cc1ccc(*)s1,154,1.3272,CNC(=O)Cc1ccc(N)s1
*CC(=O)Nc1ccc(*)cc1,155,1.369,CCC(=O)Nc1ccc(C)cc1
*Cc1ccc(NC(*)=O)cc1,155,1.369,CCc1ccc(NC(C)=O)cc1
*Nc1ccc(CC(*)=O)cc1,155,1.369,CNc1ccc(CC(N)=O)cc1
*NC(=O)Cc1ccc(*)cc1,155,1.369,CNC(=O)Cc1ccc(N)cc1
*CC(=O)NC(*)=O,156,1.5835,CCC(=O)NC(C)=O
*NC(=O)CC(*)=O,156,1.5835,CNC(=O)CC(N)=O
*CC(=O)NC(*)=S,157,2.9562,CCC(=O)NC(C)=S
*CC(=S)NC(*)=O,157,2.9562,CCC(=S)NC(C)=O
*NC(=S)CC(*)=O,157,2.9562,CNC(=S)CC(N)=O
*NC(=O)CC(*)=S,157,2.9562,CNC(=O)CC(N)=S
*CC(=O)Oc1ccc(*)s1,158,1.4534,CCC(=O)Oc1ccc(C)s1
*Cc1ccc(OC(*)=O)s1,158,1.4534,CCc1ccc(OC(C)=O)s1
*Oc1ccc(CC(*)=O)s1,158,1.4534,COc1ccc(CC(=O)O)s1
*OC(=O)Cc1ccc(*)s1,158,1.4534,COC(=O)Cc1ccc(O)s1
*CC(=O)OC(*)=O,159,2.2158,CCC(=O)OC(C)=O
*OC(=O)CC(*)=O,159,2.2158,COC(=O)CC(=O)O
*CC(=O)OC(*)=S,160,3.1169,CCC(=O)OC(C)=S
*CC(=S)OC(*)=O,160,3.1169,CCC(=S)OC(C)=O
*OC(=S)CC(*)=O,160,3.1169,COC(=S)CC(=O)O
*OC(=O)CC(*)=S,160,3.1169,COC(=O)CC(O)=S
*CC(=S)c1ccc(C(*)=S)s1,161,2.8676,CCC(=S)c1ccc(C(C)=S)s1
*C(=S)CC(=S)c1ccc(*)s1,161,2.8676,CC(=S)CC(=S)c1ccc(C)s1
*CC(=S)c1ccc(O*)s1,162,3.131,COc1ccc(C(=S)CO)s1
*COc1ccc(C(*)=S)s1,162,3.131,CCOc1ccc(C(C)=S)s1
*C(=S)COc1ccc(*)s1,162,3.131,CC(=S)COc1ccc(C)s1
*OCC(=S)c1ccc(*)s1,162,3.131,COCC(=S)c1ccc(O)s1
*CC(=S)c1ccc(C(*)=S)cc1,163,2.9742,CCC(=S)c1ccc(C(C)=S)cc1
*C(=S)CC(=S)c1ccc(*)cc1,163,2.9742,CC(=S)CC(=S)c1ccc(C)cc1
*CC(=S)c1ccc(N*)cc1,164,3.0309,CNc1ccc(C(=S)CN)cc1
*CNc1ccc(C(*)=S)cc1,164,3.0309,CCNc1ccc(C(C)=S)cc1
*C(=S)CNc1ccc(*)cc1,164,3.0309,CC(=S)CNc1ccc(C)cc1
*NCC(=S)c1ccc(*)cc1,164,3.0309,CNCC(=S)c1ccc(N)cc1
*CC(=S)c1ccc(O*)cc1,165,3.1915,COc1ccc(C(=S)CO)cc1
*COc1ccc(C(*)=S)cc1,165,3.1915,CCOc1ccc(C(C)=S)cc1
*C(=S)COc1ccc(*)cc1,165,3.1915,CC(=S)COc1ccc(C)cc1
*OCC(=S)c1ccc(*)cc1,165,3.1915,COCC(=S)c1ccc(O)cc1
*CC(=S)CO*,166,2.5664,COCC(=S)CO
*COCC(*)=S,166,2.5664,CCOCC(C)=S
*CC(=S)C(=O)O*,167,3.8755,COC(=O)C(=S)CO
*COC(=O)C(*)=S,167,3.8755,CCOC(=O)C(C)=S
*C(=O)OCC(*)=S,167,3.8755,CC(=O)OCC(C)=S
